YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Total,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2019,2019,OK,Oklahoma,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(35.47203135600046, -97.52107021399968)",PA,PA2,Q052,VALUE,40,Total,Total,OVR,OVERALL
2009,2009,MS,Mississippi,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,1.3,1.3,,,Total,"(32.745510099, -89.538030825)",BF,BF2,Q013,VALUE,28,Total,Total,OVR,OVERALL
2016,2016,DC,District of Columbia,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(38.890371385, -77.031961127)",TV,TV2,Q065,VALUE,11,Total,Total,OVR,OVERALL
2010,2010,WA,Washington,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(47.522278629, -120.47001079)",TV,TV2,Q065,VALUE,53,Total,Total,OVR,OVERALL
2015,2015,IL,Illinois,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(40.485010283, -88.997710178)",TV,TV2,Q065,VALUE,17,Total,Total,OVR,OVERALL
2018,2018,DE,Delaware,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Number of local food policy councils in each state,,Value,0,0,,,Total,"(39.008830667, -75.577741168)",FV,FV2,Q026,VALUE,10,Total,Total,OVR,OVERALL
2019,2019,ME,Maine,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(45.254228894000505, -68.98503133599962)",PA,PA2,Q052,VALUE,23,Total,Total,OVR,OVERALL
2016,2016,TX,Texas,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,14.8,14.8,,,Total,"(31.827240407, -99.426770206)",BF,BF2,Q016,VALUE,48,Total,Total,OVR,OVERALL
2016,2016,DC,District of Columbia,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,32.2,32.2,,,Total,"(38.890371385, -77.031961127)",BF,BF2,Q016,VALUE,11,Total,Total,OVR,OVERALL
2017,2017,ME,Maine,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(45.254228894001, -68.985031336)",FV,FV2,Q032,VALUE,23,Total,Total,OVR,OVERALL
2014,2014,MO,Missouri,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,3.6,3.6,,,Total,"(38.635790776, -92.566300053)",BF,BF2,Q013,VALUE,29,Total,Total,OVR,OVERALL
2016,2016,SD,South Dakota,National Survey of Children's Health,Physical Activity,Physical Activity - Environmental or Policy Supports,"Percent of youth with parks or playground areas, community centers and sidewalks or walking paths available in their neighborhood",,Value,41.1,41.1,,,Total,"(44.353130053, -100.373530637)",PA,PA2,Q051,VALUE,46,Total,Total,OVR,OVERALL
2018,2018,CA,California,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Existence of state-level Food Policy Council,,Value,Yes,10001,,,Total,"(37.638640123, -120.999999538)",FV,FV2,Q022,VALUE,06,Total,Total,OVR,OVERALL
2012,2012,MO,Missouri,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(38.635790776, -92.566300053)",PA,PA2,Q053,VALUE,29,Total,Total,OVR,OVERALL
2016,2016,RI,Rhode Island,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(41.708280193, -71.522470314)",FV,FV2,Q032,VALUE,44,Total,Total,OVR,OVERALL
2016,2016,AR,Arkansas,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(34.748650124, -92.274490743)",SD,SD2,Q064,VALUE,05,Total,Total,OVR,OVERALL
2019,2019,UT,Utah,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,9.4,9.4,,,Total,"(39.360700171000474, -111.58713063499971)",BF,BF2,Q016,VALUE,49,Total,Total,OVR,OVERALL
2019,2019,ME,Maine,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(45.254228894000505, -68.98503133599962)",FV,FV2,Q033,VALUE,23,Total,Total,OVR,OVERALL
2019,2019,IL,Illinois,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(40.48501028300046, -88.99771017799969)",TV,TV2,Q066,VALUE,17,Total,Total,OVR,OVERALL
2013,2013,MI,Michigan,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(44.661319543001, -84.71439027)",PA,PA2,Q053,VALUE,26,Total,Total,OVR,OVERALL
2010,2010,MO,Missouri,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(38.635790776, -92.566300053)",TV,TV2,Q066,VALUE,29,Total,Total,OVR,OVERALL
2011,2011,MN,Minnesota,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(46.355648736, -94.794200503)",FV,FV2,Q032,VALUE,27,Total,Total,OVR,OVERALL
2015,2015,DC,District of Columbia,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(38.890371385, -77.031961127)",TV,TV2,Q066,VALUE,11,Total,Total,OVR,OVERALL
2017,2017,TX,Texas,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of farmers markets that accept WIC Farmers Market Nutrition Program coupons,,Value,9.8,9.8,,,Total,"(31.827240407, -99.426770206)",FV,FV2,Q030,VALUE,48,Total,Total,OVR,OVERALL
2010,2010,NH,New Hampshire,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(43.655950113, -71.50036092)",PA,PA2,Q052,VALUE,33,Total,Total,OVR,OVERALL
2019,2019,KS,Kansas,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(38.34774030000045, -98.20078122699965)",TV,TV2,Q065,VALUE,20,Total,Total,OVR,OVERALL
2018,2018,LA,Louisiana,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,41.6,41.6,,,Total,"(31.312660644, -92.445680071)",BF,BF2,Q016,VALUE,22,Total,Total,OVR,OVERALL
2018,2018,WA,Washington,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(47.52227862900048, -120.47001078999972)",TV,TV2,Q065,VALUE,53,Total,Total,OVR,OVERALL
2012,2012,VT,Vermont,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Number of food hubs in each state,,Value,12,12,,,Total,"(43.625381239, -72.517640791)",FV,FV2,Q025,VALUE,50,Total,Total,OVR,OVERALL
2011,2011,DE,Delaware,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,3.7,3.7,,,Total,"(39.008830667, -75.577741168)",BF,BF2,Q013,VALUE,10,Total,Total,OVR,OVERALL
2015,2015,OK,Oklahoma,National Environmental Public Health Tracking Network,Physical Activity,Physical Activity - Environmental or Policy Supports,Percent of U.S. population living within 1/2 mile of a park,,Value,28.9,28.9,,,Total,"(35.472031356, -97.521070214)",PA,PA2,Q050,VALUE,40,Total,Total,OVR,OVERALL
2011,2011,NE,Nebraska,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(41.641040988001, -99.365720623)",FV,FV2,Q032,VALUE,31,Total,Total,OVR,OVERALL
2018,2018,IA,Iowa,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(42.46940091300047, -93.81649055599968)",SD,SD2,Q064,VALUE,19,Total,Total,OVR,OVERALL
2019,2019,OK,Oklahoma,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(35.47203135600046, -97.52107021399968)",FV,FV2,Q033,VALUE,40,Total,Total,OVR,OVERALL
2015,2015,VT,Vermont,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(43.625381239, -72.517640791)",FV,FV2,Q032,VALUE,50,Total,Total,OVR,OVERALL
2018,2018,WA,Washington,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,18.4,18.4,,,Total,"(47.522278629, -120.47001079)",BF,BF2,Q016,VALUE,53,Total,Total,OVR,OVERALL
2013,2013,GA,Georgia,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(32.839681093, -83.627580346)",TV,TV2,Q066,VALUE,13,Total,Total,OVR,OVERALL
2019,2019,WI,Wisconsin,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(44.39319117400049, -89.81637074199966)",SD,SD2,Q064,VALUE,55,Total,Total,OVR,OVERALL
2020,2020,NC,North Carolina,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,41.1,41.1,,,Total,"(35.466220975000454, -79.15925046299964)",BF,BF2,Q016,VALUE,37,Total,Total,OVR,OVERALL
2018,2018,VA,Virginia,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(37.54268067400045, -78.45789046299967)",TV,TV2,Q066,VALUE,51,Total,Total,OVR,OVERALL
2015,2015,ND,North Dakota,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,1.9,1.9,,,Total,"(47.475319779, -100.118421049)",BF,BF2,Q013,VALUE,38,Total,Total,OVR,OVERALL
2019,2019,SD,South Dakota,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(44.353130053000484, -100.3735306369997)",FV,FV2,Q032,VALUE,46,Total,Total,OVR,OVERALL
2013,2013,MD,Maryland,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(39.290580964, -76.609260111)",PA,PA2,Q053,VALUE,24,Total,Total,OVR,OVERALL
2012,2012,OH,Ohio,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of farmers markets that accept WIC Farmers Market Nutrition Program coupons,,Value,22.6,22.6,,,Total,"(40.060210141, -82.404260056)",FV,FV2,Q030,VALUE,39,Total,Total,OVR,OVERALL
2019,2019,FL,Florida,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(28.932040377000476, -81.92896053899966)",FV,FV2,Q033,VALUE,12,Total,Total,OVR,OVERALL
